geoid,name,state,level
4112540,Ukiah School District 80,OR,unified
4112600,Umatilla School District 6,OR,unified
4112690,Union School District 5,OR,unified
4112930,Vernonia School District 47J,OR,unified
4112990,Wallowa School District 12,OR,unified
4113080,Warrenton-Hammond School District 30,OR,unified
4113170,West Linn School District 3J,OR,unified
4113350,Willamina School District 30J,OR,unified
4113490,Winston-Dillard School District 116,OR,unified
4113530,Woodburn School District 103,OR,unified
4113650,Yoncalla School District 32,OR,unified
4199997,School District Not Defined,OR,unified
4200824,Central Valley School District,PA,unified
4202010,Abington Heights School District,PA,unified
4202040,Abington School District,PA,unified
4202100,Albert Gallatin Area School District,PA,unified
4202130,Aliquippa School District,PA,unified
4202190,Allegheny Valley School District,PA,unified
4202280,Allentown City School District,PA,unified
4202310,Allegheny-Clarion Valley School District,PA,unified
4202340,Altoona Area School District,PA,unified
4202400,Wissahickon School District,PA,unified
4202440,Ambridge Area School District,PA,unified
4202480,Antietam School District,PA,unified
4202490,Annville-Cleona School District,PA,unified
4202550,Apollo-Ridge School District,PA,unified
4202590,Armstrong School District,PA,unified
4202670,Athens Area School District,PA,unified
4202700,Austin Area School District,PA,unified
4202760,Avella Area School District,PA,unified
4202790,Avon Grove School District,PA,unified
4202820,Avonworth School District,PA,unified
4202850,Pine-Richland School District,PA,unified
4202910,Bald Eagle Area School District,PA,unified
4202970,Baldwin-Whitehall School District,PA,unified
4203000,Bangor Area School District,PA,unified
4203120,Beaver Area School District,PA,unified
4203180,Bedford Area School District,PA,unified
4203210,Belle Vernon Area School District,PA,unified
4203240,Bellefonte Area School District,PA,unified
4203300,Bellwood-Antis School District,PA,unified
4203330,Bensalem Township School District,PA,unified
4203360,Bentworth School District,PA,unified
4203390,Benton Area School District,PA,unified
4203420,Berlin Brothersvalley School District,PA,unified
4203450,Bermudian Springs School District,PA,unified
4203480,Berwick Area School District,PA,unified
4203510,Bethel Park School District,PA,unified
4203570,Bethlehem Area School District,PA,unified
4203600,Bethlehem-Center School District,PA,unified
4203630,Big Beaver Falls Area School District,PA,unified
4203660,Big Spring School District,PA,unified
4203688,Blackhawk School District,PA,unified
4203690,Blacklick Valley School District,PA,unified
4203750,Blairsville-Saltsburg School District,PA,unified
4203840,Bloomsburg Area School District,PA,unified
4203870,Blue Mountain School District,PA,unified
4203900,Blue Ridge School District,PA,unified
4203960,Boyertown Area School District,PA,unified
4204020,Bradford Area School District,PA,unified
4204050,Brandywine Heights Area School District,PA,unified
4204080,Brownsville Area School District,PA,unified
4204090,Bryn Athyn School District,PA,unified
4204140,Brentwood Borough School District,PA,unified
4204200,Bristol Borough School District,PA,unified
4204230,Bristol Township School District,PA,unified
4204260,Brockway Area School District,PA,unified
4204320,Brookville Area School District,PA,unified
4204500,Burgettstown Area School District,PA,unified
4204530,Burrell School District,PA,unified
4204590,Butler Area School District,PA,unified
4204710,California Area School District,PA,unified
4204740,Cambria Heights School District,PA,unified
4204830,Cameron County School District,PA,unified
4204860,Camp Hill School District,PA,unified
4204890,Canon-McMillan School District,PA,unified
4204920,Canton Area School District,PA,unified
4204980,Carbondale Area School District,PA,unified
4205010,Carlisle Area School District,PA,unified
4205040,Carlynton School District,PA,unified
4205070,Carmichaels Area School District,PA,unified
4205160,Catasauqua Area School District,PA,unified
4205190,Centennial School District,PA,unified
4205310,Central Bucks School District,PA,unified
4205340,Central Cambria School District,PA,unified
4205370,Central Columbia School District,PA,unified
4205400,Central Dauphin School District,PA,unified
4205430,Central Greene School District,PA,unified
4205460,Crestwood School District,PA,unified
4205490,Central York School District,PA,unified
4205550,Chambersburg Area School District,PA,unified
4205640,Charleroi School District,PA,unified
4205700,Chartiers Valley School District,PA,unified
4205730,Chartiers-Houston School District,PA,unified
4205760,Cheltenham School District,PA,unified
4205860,Chester-Upland School District,PA,unified
4205880,Chestnut Ridge School District,PA,unified
4205910,Chichester School District,PA,unified
4206030,Clairton City School District,PA,unified
4206060,Clarion Area School District,PA,unified
4206090,Clarion-Limestone Area School District,PA,unified
4206120,Claysburg-Kimmel School District,PA,unified
4206150,Clearfield Area School District,PA,unified
4206240,Coatesville Area School District,PA,unified
4206270,Cocalico School District,PA,unified
4206360,Columbia Borough School District,PA,unified
4206390,Commodore Perry School District,PA,unified
4206420,Conemaugh Township Area School District,PA,unified
4206430,Conemaugh Valley School District,PA,unified
4206480,Conestoga Valley School District,PA,unified
4206550,Conewago Valley School District,PA,unified
4206590,Conneaut School District,PA,unified
4206660,Connellsville Area School District,PA,unified
4206780,Conrad Weiser Area School District,PA,unified
4206810,Cornell School District,PA,unified
4206840,Cornwall-Lebanon School District,PA,unified
4206860,Corry Area School District,PA,unified
4206930,Coudersport Area School District,PA,unified
4206960,Council Rock School District,PA,unified
4207050,Cranberry Area School District,PA,unified
4207080,Crawford Central School District,PA,unified
4207110,Cumberland Valley School District,PA,unified
4207140,Curwensville Area School District,PA,unified
4207200,Dallas School District,PA,unified
4207230,Dallastown Area School District,PA,unified
4207290,Daniel Boone Area School District,PA,unified
4207320,Danville Area School District,PA,unified
4207530,Delaware Valley School District,PA,unified
4207540,Deer Lakes School District,PA,unified
4207560,Derry Area School District,PA,unified
4207590,Derry Township School District,PA,unified
4207650,Donegal School District,PA,unified
4207680,Dover Area School District,PA,unified
4207710,Downingtown Area School District,PA,unified
4207830,DuBois Area School District,PA,unified
4207980,Dunmore School District,PA,unified
4208010,Duquesne City School District,PA,unified
4208060,East Allegheny School District,PA,unified
4208280,Forest Area School District,PA,unified
4208460,Eastern Lebanon County School District,PA,unified
4208490,East Lycoming School District,PA,unified
4208550,East Penn School District,PA,unified
4208580,East Pennsboro Area School District,PA,unified
4208670,East Stroudsburg Area School District,PA,unified
4208790,Eastern York School District,PA,unified
4208820,Eastern Lancaster County School District,PA,unified
4208850,Easton Area School District,PA,unified
4209090,Elizabeth Forward School District,PA,unified
4209120,Elizabethtown Area School District,PA,unified
4209150,Elk Lake School District,PA,unified
4209240,Ellwood City Area School District,PA,unified
4209270,Ephrata Area School District,PA,unified
4209300,Erie City School District,PA,unified
4209360,Everett Area School District,PA,unified
4209480,Exeter Township School District,PA,unified
4209540,Fairfield Area School District,PA,unified
4209570,Fairview School District,PA,unified
4209600,Karns City Area School District,PA,unified
4209660,Fannett-Metal School District,PA,unified
4209690,Farrell Area School District,PA,unified
4209750,Ferndale Area School District,PA,unified
4209780,Fleetwood Area School District,PA,unified
4209870,Forbes Road School District,PA,unified
4209930,Forest City Regional School District,PA,unified
4209940,Forest Hills School District,PA,unified
4209960,Fort Cherry School District,PA,unified
4209990,Fort LeBoeuf School District,PA,unified
4210070,Fox Chapel Area School District,PA,unified
4210110,North Schuylkill School District,PA,unified
4210115,North Star School District,PA,unified
4210200,Franklin Area School District,PA,unified
4210230,Franklin Regional School District,PA,unified
4210350,Frazier School District,PA,unified
4210380,Freedom Area School District,PA,unified
4210440,Freeport Area School District,PA,unified
4210530,Galeton Area School District,PA,unified
4210590,Garnet Valley School District,PA,unified
4210620,Gateway School District,PA,unified
4210650,General McLane School District,PA,unified
4210710,Gettysburg Area School District,PA,unified
4210740,Girard School District,PA,unified
4210830,Glendale School District,PA,unified
4210860,Governor Mifflin School District,PA,unified
4210870,Great Valley School District,PA,unified
4210920,Greensburg Salem School District,PA,unified
4210950,Greater Johnstown School District,PA,unified
4210980,Greater Latrobe School District,PA,unified
4211010,Greencastle-Antrim School District,PA,unified
4211160,Greenville Area School District,PA,unified
4211190,Greenwood School District,PA,unified
4211220,Grove City Area School District,PA,unified
4211310,Halifax Area School District,PA,unified
4211340,Hamburg Area School District,PA,unified
4211400,Hampton Township School District,PA,unified
4211420,Hanover Area School District,PA,unified
4211450,Hanover Public School District,PA,unified
4211490,Harbor Creek School District,PA,unified
4211520,Harmony Area School District,PA,unified
4211580,Harrisburg City School District,PA,unified
4211610,Hatboro-Horsham School District,PA,unified
4211670,Haverford Township School District,PA,unified
4211700,Hazleton Area School District,PA,unified
4211730,Saucon Valley School District,PA,unified
4211760,Hempfield Area School District,PA,unified
4211790,Hempfield School District,PA,unified
4211820,Hermitage School District,PA,unified
4211880,Highlands School District,PA,unified
4211940,Hollidaysburg Area School District,PA,unified
4212030,Hopewell Area School District,PA,unified
4212090,Huntingdon Area School District,PA,unified
4212150,Indiana Area School District,PA,unified
4212170,Interboro School District,PA,unified
4212210,Iroquois School District,PA,unified
4212300,Jamestown Area School District,PA,unified
4212330,Jeannette City School District,PA,unified
4212390,Jefferson-Morgan School District,PA,unified
4212420,Jenkintown School District,PA,unified
4212480,Jersey Shore Area School District,PA,unified
4212540,Jim Thorpe Area School District,PA,unified
4212570,Johnsonburg Area School District,PA,unified
4212600,Juniata County School District,PA,unified
4212630,Juniata Valley School District,PA,unified
4212660,Kane Area School District,PA,unified
4212690,Kennett Consolidated School District,PA,unified
4212720,Keystone School District,PA,unified
4212725,Keystone Central School District,PA,unified
4212750,Keystone Oaks School District,PA,unified
4212840,Kiski Area School District,PA,unified
4212930,Kutztown Area School District,PA,unified
4212990,Lackawanna Trail School District,PA,unified
4213020,Lake-Lehman School District,PA,unified
4213050,Lakeland School District,PA,unified
4213080,Lakeview School District,PA,unified
4213110,Lampeter-Strasburg School District,PA,unified
4213140,Lancaster School District,PA,unified
4213290,Homer-Center School District,PA,unified
4213320,Laurel Highlands School District,PA,unified
4213380,Laurel School District,PA,unified
4213440,Lebanon School District,PA,unified
4213470,Leechburg Area School District,PA,unified
4213500,Lehighton Area School District,PA,unified
4213590,Lewisburg Area School District,PA,unified
4213710,Ligonier Valley School District,PA,unified
4213770,Penn Cambria School District,PA,unified
4213980,Littlestown Area School District,PA,unified
4214100,Lower Dauphin School District,PA,unified
4214160,Lower Merion School District,PA,unified
4214190,Lower Moreland Township School District,PA,unified
4214250,Methacton School District,PA,unified
4214310,Loyalsock Township School District,PA,unified
4214430,Mahanoy Area School District,PA,unified
4214460,Line Mountain School District,PA,unified
4214550,Manheim Central School District,PA,unified
4214580,Manheim Township School District,PA,unified
4214730,Marion Center Area School District,PA,unified
4214760,Marple Newtown School District,PA,unified
4214790,Mars Area School District,PA,unified
4214850,Central Fulton School District,PA,unified
4214880,McGuffey School District,PA,unified
4214940,McKeesport Area School District,PA,unified
4215030,Mechanicsburg Area School District,PA,unified
4215120,Mercer Area School District,PA,unified
4215150,Meyersdale Area School District,PA,unified
4215170,Mid Valley School District,PA,unified
4215210,Midd-West School District,PA,unified
4215240,Middletown Area School District,PA,unified
4215270,Midland Borough School District,PA,unified
4215290,Mifflin County School District,PA,unified
4215330,Millcreek Township School District,PA,unified
4215360,Millersburg Area School District,PA,unified
4215450,Millville Area School District,PA,unified
4215480,Milton Area School District,PA,unified
4215510,Minersville Area School District,PA,unified
4215540,Mohawk Area School District,PA,unified
4215600,Monessen City School District,PA,unified
